,name,description,price,product_details,variatal,size,country,closure,target
321,gordon & macphail,connoisseurs choice benriach 1997 scotch whisky 700ml,169.99,"benriach is located on the same site as longmorn near elgin at the top of the spey valley. originally owned by the grant family, then seagrams but now in independent hands. it is a pale golden colour with a nose of subtle sherry, herbs and some almond. a little water will bring out cracked pepper and marzipan. in the mouth, pepper, toffee, brazil nut, berries and may even remind you of ice-cream soda with a sweet creamy finish. a light and subtle aperitif dram with a fruity finish.",blended,700.0,scotland,cork,1
322,teaninich,10 year old single malt scotch whisky 700ml,99.99,"the nose is quite frgrant with fruit and a greenness. notes of cut hay and chamomile, hints of wood resins and potpourri with a little winter spice and a gentle citric acidity. the palate is of medium-body with a pleasant dryness. there are notes of barley sugars and cereal notes. there are some oily herbal notes with more of that citric acidity developing with a hint of espresso. the finish is quite dry and of medium-length with its gentle cut grasses.",single malt,700.0,scotland,cork,0
323,the macallan,reflexion single malt scotch whisky 700ml,2000.0,"this exceptional single malt draws its colour and flavour from maturation in smaller hogshead casks, allowing a greater surface area of wood to interact with the whisky to deliver an intricate character influenced by both spanish and american oak casks. the depth of colour and complex flavour of reflexion is derived from the use of first-fill casks, carefully selected for this distinctive expression to accentuate its aromas and flavours. bold and full bodied, reflexion is a celebration of floral and vanilla notes, punctuated with fresh apples and apricots.",single malt,700.0,scotland,unknown,1
324,bladnoch,adela 15 year old single malt scotch whisky 700ml,179.99,"it is bladnoch's 200 year anniversary, celebrate with them by enjoying a drop of one of their three magical single malts. bladnoch's rich, noble and ultra smooth single malt scotch whisky aged 15 years. their award winning master distiller ian macmillan hand selects every cask to bring together this full-bodied expression. matured in oloroso casks for a warm, sweet flavour. this is a tribute to rare, lowland single malt scotch whisky.",single malt,700.0,scotland,cork,1
325,glenkinchie,distillers edition single malt scotch whisky 700ml,149.99,"golden brown in colour, glenkinchie distillers edition single malt scotch whisky displays sharp and brittle notes. complex and refined, an astonishing balance between the sweet and dry flavours of vanilla and grape. the malted barley and cask wood offer nuttier tones and a complex oaky finish.",single malt,700.0,scotland,screw cap,1
326,berry brothers & rudd,glenlossie 1992 scotch whisky 700ml,209.99,this beautiful example from the speyside distillery of glenlossie has an almost unique creamy texture and is a simply delicious example of the distillery style. the nose gives bananas in cream. there is a fruity honeyed depth adding some weight. the palate is playful with a creamy texture as the fruit and some nutty notes combine. the finish has a delicate lingering quality with a hint of spice.,blended,700.0,scotland,cork,1
327,cragganmore,cask strength single malt scotch whisky 700ml,698.95,"beautifully structured and contemplative with a soft, sweet nose. this cragganmore is charming throughout as it shows off the dry distillery character to the fullest. it has a compellingly intense palate that gradually dries in a clever interplay between oak and malt to a long, warming finish.",single malt,700.0,scotland,cork,1
328,the singleton,of dufftown 18 year old single malt scotch whisky 700ml,176.99,"a delicious 18 year old malt from the dufftown distillery. perfect balance between soft, ripe apple & spicy dryness on the nose. toffee apple, rhubarb, vanilla & stewed autumn fruit flavourson the palate. cocoa bitterness, wood-smoke spice & faint black pepper on the finish. the perfect gift for those looking to explore speyside.",single malt,700.0,scotland,twist top,1
329,gordon & macphail,rare old mosstowie 1979 scotch whisky 700ml,1600.0,"mosstowie as a distillery operated from 1964 to 1981. actually operated as a part of the miltonduff speyside distillery using a complex set of lomond style stills that proved to be expensive to maintain. only ever bottled by independent bottlers such as gordon & macphail. it is lovely dark gold colour, the nose is freshly washed wool and hessian, polished oak, beeswax and orange peel. creamy hot chocolate aromas develop with spiced orange and cardamom notes. on the palate, sweet liquorice and aniseed. pepper and ash notes linger. then cinnamon and clove influences. a clean finish for this pre dinner dram.",blended,700.0,scotland,cork,1
331,glenmorangie,18 year old single malt scotch whisky 700ml,119.95,"glenmorangie 18 year old scotch whisky slips like silk over the tongue with a full, rounded flavour, starting with grapefruit & orange. the palate is then entranced with an accord of melting honey, creamy malt and aromatic florals that segue into the warm, syrupy nuttiness of hazelnuts and walnuts from the oloroso sherry casks in which the whisky is matured. savour the rich, sticky date and fig flavours as they are heightened by the unexpected caress of woodsmoke.",single malt,700.0,scotland,cork,1
332,the macallan,edition 5 single malt scotch whisky 700ml,199.99,"the macallan edition no. 5 is the fifth release in the innovative annual series which embodies the craftsmanship and pioneering design of the new macallan distillery and demonstrates the mastery of whisky making since 1824. 

100% natural in colour, all exceptional whiskies from the macallan are shaped from time spent in the very best casks; maturing, nurturing and developing character. edition no. 5 celebrates the macallan’s extensive natural colour spectrum and the intricate whisky making process. ",single malt,700.0,scotland,cork,1
333,yamazaki,distiller's reserve whisky 700ml,134.99,"yamazaki is often referred to as being the pioneer of japanese whisky and is suntory's flagship single malt. this whisky is spiratual and deep, its signature multi-layered taste is highly praised by whisky connoisseurs around the world. the distiller's reserve is mild with fresh fruit, vanilla, cinnamon and mizunara (japanese oak). this is a must for any whisky lover.",single malt,700.0,japan,cork,1
334,dalwhinnie,25 year old scotch whisky 700ml,650.0,"from the highest, coldest distillery in scotland, dalwhinnie 25 year old is limited to just 5,916 bottles world-wide. a creamy, aromatic and crisply focused mature dalwhinnie that drinks very well, both straight and with a little water: well shaped, smoothly fragrant and with intriguing notes of hay and moorland; really clean and fresh for its age, it's drier and less honeyed than you may expect.",blended,700.0,scotland,cork,1
338,highland park,the light 17 year old whisky 700ml,399.99,"highland park the light 17 year old is a whisky inspired by spring and summer on orkney, the follow up to 2017's the dark. a 17-year-old single malt matured in refill american oak casks delivering a delicious sweetness delivered through notes of pear, nutmeg and vanilla. the light is beautifully packaged in a bespoke green glass, oak frame and booklet.",single malt,700.0,scotland,unknown,1
339,lark,whisky single malt cask strength 58% 500ml,184.99,"distilled, bottled and labelled by hand in the heart of the coal river valley, our cask strength 58% is shaped and carved by old-style lark. bold, wild and distinctive, it’s a true reflection of the tasmanian landscape and the pioneering spirit of our makers.double-distilled and matured in small casks, the cask strength features big flavours of dried fruit and butterscotch, a huge port cask influence, and hints of maple syrup with sweet notes of tasmanian highland peat. a whisky for the adventurous at heart.",single malt,500.0,australia,cork,1
340,jura,superstition whisky 700ml,84.88,"produced in a small town off the west coast of scotland, this single malt is crafted from a selection of the finest aged jura single malt whiskies. spices, honey, pine and peat combine with a hint of smoke to make a subtly sweet, yet smoky single malt.",single malt,700.0,scotland,screw cap,0
341,glenmorangie,nectar d'or single malt scotch whisky 700ml,99.95,"a brilliantly unqiue scotch whisky from glenmorangie that is a non chill-filtered single malt that is initally matured in bourbon casks, then extra matured or 'finished' in sauternes 'barriques' to create luscious lemon and syrup flavours.",single malt,700.0,scotland,screw cap,0
342,glenfarclas,8 year old single malt scotch whisky 700ml,74.88,"meaning 'glen of the green grassland', glenfarclas has an enviable reputation amongst whisky lovers around the world. the 8 year old is vibrant and straw gold in colour, with fresh, sappy aromas of honey, almonds and butterscotch. a firm palate is maryied with a mild smokiness and a delicious malty, butterscotch finish.",single malt,700.0,scotland,screw cap,0
343,the arran,robert burns scotch whisky 700ml,68.88,"inspired by robert burns - national poet of scotland & a global scottish icon; the official robert burns whisky is a special bottling of the arran single malt using a selection taken from the finest ex-bourbon and ex-cherry casks. with no artificial colouring, the result is smooth and rich on the palate.",single malt,700.0,scotland,cork,0
344,kavalan,concertmaster single malt taiwanese whisky 700ml,102.88,"kavalan concertmaster has a bold and fruity taste with an aroma of vanilla and burnt sugar, just mix this drink with a few drops of water and you will find that this will give you a nice balance from the high alcohol content.",single malt,700.0,screw cap,screw cap,1
345,the macallan,edition 4 single malt scotch whisky 700ml,199.99,"this new limited edition is a celebration of the macallan whisky making heritage as they enter an exciting new era. the fourth release in this innovative annual series, edition no.4 embodies the craftsmanship and pioneering design of the new macallan distillery. it has flavours of nutmeg with wood spices and green cloves open up immediately, with a calm following the intense beginnings, leaving a sweet and vanilla viscous mouth coating. it finishes fruity with oaky sweetness, long and lasting.",single malt,700.0,single malt,unknown,1
346,bruichladdich,port charlotte scottish barley scotch whisky 700ml,99.99,"peated to a heavyweight 40ppm, port charlotte scottish barley is a multi-vintage cuvee crafted from casks hand-picked by master distiller jim mcewan. it showcases the supreme elegance of this remarkable single malt - a union of the classic floral elegance of bruichladdich and heavy peat. this whisky is a testament to belief that raw ingredients matter.",single malt,700.0,scotland,cork,0
347,the arran,malt lochranza reserve single malt scotch whisky 700ml,84.99,"the arran malt lochranza reserve single malt scotch whisky is created the same distillery of lochranza since it was built in 1995. it is bottled at a higher abv, with emphasis on sweet fruit notes which are the hallmark of the distillery.",single malt,700.0,scotland,cork,0
348,teeling,revival 14 year old whiskey 700ml,169.99,"consists of 14 year old single malt irish whiskey distilled in 2002 initially matured in bourbon barrels for the first 13 years before it was given an extra years maturation in ex-pineau des charentes casks. bottled with no chill filtration creates a truly unique irish whiskey taste experience. the third limited edition bottling in the revival commemorative series. limited to 10,000 decanter bottles with premium secondary packaging to ensure on-shelf stand out.",single malt,700.0,ireland,cork,1
350,tyrconnell,single malt irish whiskey 700ml,69.88,an elegant and sophisticated style of irish malt whiskey; tyrconnell has a full and fruity aroma and citrus spiciness taste. an un-peated single malt irish whiskey with its origin dating back to 1762 at the watts distillery which had a proud tradition of producing great whiskies.,single malt,700.0,ireland,unknown,0
351,the glenlivet,founder's reserve scotch whisky glass gift pack,69.99,"boasting the classic flavours of the glenlivet bound up in a creamy, smooth texture, the glenlivet founder's reserve is a tribute to founder george smith. this smooth, well-balanced single malt whisky is now available with two beautiful whisky glasses. pack includes a 700ml bottle of the glenlivet founders reserve and two whisky glasses.",single malt,700.0,scotland,cork,0
352,g.rozelieures,rare collection single malt french whisky 700ml,55.88,"founded in 1890 by michel grallet the rozelieures distillery is located in a small village in the lorraine region in the north-east of france. rozelieures rare collection whisky is created through a traditional double distillation process using lightly peated malts, resulting in distinctive toasty notes. it is matured in ex- wine barrels from southwest france. this rare, limited edition whisky is soft, round and very fruity with mild intonation of liquorice notes.",single malt,700.0,g.rozelieures,cork,0
353,tullibardine,20 year old 700ml boxed,198.0,"the tullibardine 20 has been matured in first-fill ex-bourbon barrels for a minimum of 20 years. 
beautifully golden floral on the nose, and delightfully balanced with hints of vanilla, honey and butterscotch. on the palate, you will experience these beautiful aged flavours combined with rich, creamy baked apples and chocolate, ending with an incredibly long, soft finish.",single malt,700.0,scotland,cork,1
354,spring bay distiller,bourbon cask matured single malt whisky,195.0,"whisky: spring bay single malt – ex bourbon cask
abv: 46%
tasting notes courtesy of mark nicholson
colour: bright gold
nose: immediate sweet notes of vanilla and crème brulee with fruity and
herbaceous undertones.
palate: from a bright and sweet opening the flavours build across the palate
to a rich, clean alcohol-driven crescendo culminating in a big, warm
and comforting glow of spicy tannin hints and peach flesh.
finish: long and warm with the afterglow fading into semi-sweet caramel and
lingering stone-fruit tingles",single malt,700.0,australia,cork,1
355,hakushu,18 year old japanese whisky 700ml,800.0,"from suntory's mountain forest distillery, hakushu whisky is the fresh  and gently smoky single malt whisky with herbal notes  that is the revelation of japanese single malts. hakushu 18 year old has a fresh deep aroma from long maturation resulting in a milk caramel and honey-like flavour on the palate and ripened fruit finish.",single malt,700.0,japan,twist top,1
356,the macallan,oscuro single malt scotch whisky 700ml,1400.0,"colour burnished copper.
nose ripened woodland fruits, dark chocolate, orange, creamy vanilla.
palate delicate fruits, rich sweetness and spice. dried figs, ripe oranges and a hint of crisp apples.
finish full and lingering with a hint or warming wood smoke.",single malt,700.0,scotland,stopper,1
357,teeling,33 year old single malt whiskey 700ml,3500.0,the teeling whiskey company is proud to introduce this special release of some of the oldest irish single malt in the world. consisting of two hand selected casks of some of the oldest irish single malt ever bottled this is an extremely rare release of irish whiskey. as a result of its 33 year journey producing a complex floral nose with deep layered flavours and a long luxurious finish without being over oaked.,single malt,700.0,ireland,cork,1
358,yamazaki,mizunara japanese whisky 700ml,1300.0,"yamazaki whisky is the no.1 single malt whisky in japan. yamazaki whisky is suntory whisky's flagship single malt. yamazaki mizunara cask is blended from a selection of single malt whiskies aged entirely in mizunara casks for at least 18 years. suntory blenders have brought the essence of the noble mizunara into a tantalizingly spicy liquid - reminiscent of incense, and uniquely japanese. through perseverance, suntory's craftsmen have mastered this art of mizunara cask-making, identifying the perfect trees to make their casks.",single malt,700.0,japan,unknown,1
359,glencadam,10 year old single malt scotch whisky 700ml,99.99,"nose: aromatic and fresh. hay, fruit, gentle wood influence with light vanilla and spice.
palate: beautifully balanced with tart fruits, freshly cut hay and vanilla sweetness.
finish: long and gentle as it fades out on barley malt and fruit.",single malt,700.0,scotland,cork,0
360,mortlach,rare old scotch whisky 500ml,79.85,"a complex and bold mortlach single malt scotch whisky with the exquisite balance of sweetness and dryness for which the distillery is renowned. a superbly structured and well balanced whisky in which stylish fruit and floral notes on the nose introduce a rich, complex, energetic palate and a pleasantly drying finish.",single malt,500.0,scotland,cork,0
361,glenmorangie,bacalta private edition single malt scotch whisky 700ml,124.99,"glenmorangie bacalta is the eagerly awaited eighth release in glenmorangie’s award-winning private edition, for which an intriguing, limited-edition single malt has been released every year since 2010. glenmorangie bacalta (scots gaelic for baked) is the first glenmorangie expression ever to be extra-matured in sun-baked casks which once contained malmsey madeira, the sweetest and most prized of all madeira wines. designed for scotch whisky connoisseurs, glenmorangie bacalta has taken a unique journey through extra-maturation – bespoke at every turn. this innovative limited edition was inspired by long, balmy days on the island of madeira. light gold in colour with a fragrant, honeyed and sweet nose. a burst of mint toffee proceeds flavours of caramelised oranges and apricots, honeycomb, almonds and dates. finishing with a rich syrupy aftertaste and an intriguing mentholic sensation. ",single malt,700.0,scotland,unknown,1
363,glasgow distillery,prometheus whisky speyside 28yo 700ml,1043.95,"prometheus, titan of ancient greek mythology.
the sophisticated complexity of a legendary speyside single malt whisky, matured in sherry casks and fired by the smoky power of peat. only 888 individually numbered bottles have ever been made. 

dried citrus fruits with fresh orange zest, red apple and pear. hints of clove and marzipan, leading to sweet aniseed against a backdrop of biscuit caramel, toffee and warming spice.


silky round mouthfeel with a hint of sweet malt, raisins and robust walnuts. powerful savoury oak complements delicate dark fruits and caramelised plums.


long, dry, wonderfully balanced delicate finish with hints of smoke and orange spice.

 70cl
abv 53%
 neat",single malt,700.0,scotland,unknown,1
364,old pulteney,clipper single malt scotch whisky 700ml,84.88,"the limited edition old pulteney clipper single malt scotch whisky launched in july 2014 with only 2,700 cases available world-wide.  the commemorative bottle is matured in ex-bourbon and ex-sherry casks.",single malt,700.0,scotland,unknown,0
365,lagavulin,2016 distillers edition scotch whisky 700ml,198.95,"a really distinctive and distinguished dram, full of peat while the pedro ximinez sherry wood naturally has a big say; a more mellow lagavulin, not quite as deep or intensely flavoured as the 16 year old.   on the nose, it is intense peat and vanilla. a raisin sweetness checks the smoke. iodine-edged peat and crisp, roasty malt. on the palate, sweet and luscious; a clear, grassy malt, then the peat attacks, smoke filling the mouth; the middle offers coffee and vanilla with  a glimmer of fruit.",blended,700.0,scotland,cork,1
366,glenmorangie,vintage 1990 single malt scotch whisky 700ml,725.0,"glenmorangie grand vintage malt 1990 marks this year of change at the distillery, but is also memorable for another reason. the barley harvest from the previous summer proved problematic for whisky makers in 1990. it was hard to process through scotland's distilleries and only small quantities of new-make spirit were produced. against the odds - and to the surprise of its creators – glenmorangie's spirit proved sublime. nurtured for a quarter of a century in ex-bourbon casks, with a small parcel in ex-sherry casks, the result is glenmorangie grand vintage malt 1990 – a floral, fruity expression exhibiting an extraordinary level of finesse and vibrancy. the aroma is a veritable cornucopia of heady floral and fruity notes; heather honey, honeysuckle and freesia mingle with orange blossom, candied fruits, mandarin, pear and apple. the mouthfeel is silky, creamy and mouth coating, delightfully mellow and gentle.",single malt,700.0,scotland,unknown,1
367,caol ila,30 year old scotch whisky 700ml,800.0,"bags of character, plenty of energy; this caol ila may enjoy all the wisdom of maturity but still knows how to dance. complex, mature and well structured, it combines a palate and finish rich in mature peat smoke with elegantly drying, herbal accents to create a really pungent, moreish malt.",blended,700.0,scotland,cork,1
368,mortlach,25 year old scotch whisky 500ml,1000.0,"a multi-faceted mortlach single malt scotch whisky that is all full strength, full-on impact with an intriguing mix of elegance and power. complex throughout and very moreish, mixing roasting spices and an almost animal intensity with dense layers of decadent sweetness.",single malt,500.0,scotland,unknown,1
369,joadja,joadja single malt whisky release 3 200ml@48% alc/vol,69.0,"joadja distillery single malt whisky is handcrafted in the southern highlands of new south wales, using 100% australian barley and pristine water from our on-site spring. double-distilled in our australian made copper pot stills, the “new make” is then matured in carefully selected ex-oloroso american oak barrels to impart a balanced sweetness and complexity. joadja whisky is dedicated to the hundreds of scottish mining families who migrated to joadja creek in the late 1800’s to work the rich kerosene shale and coal seams",single malt,200.0,wales,cork,0
370,joadja distillery,joadja distillery single malt whisky ex px cask 48%,149.0,"a true sherry bomb, this expression from arguably one of the most authentic paddock to bottle distilleries in the country serves up another truly aromatic whisky. dates, figs and burnt toffee together with a sublime long finish is just the start. ",single malt,500.0,wales,stopper,1
371,launceston,single malt whisky tawny cask 500ml,155.99,"this rich, robust whisky was matured for 2½ years in small french oak tawny casks of south australian origin.

a winter warmer, this full flavoured whisky was double distilled and is non-chill filtered to retain depth of character.

 

colour deep amber.

nose appealing fragrant aromas of tawny port, fruit and oak.

taste complex sweet tawny-influenced flavours of dried fruit, christmas pudding and spice.

finish a long, smooth finish.



the distillery at hangar 17

launceston distillery produce hand-crafted, small-batch whisky. using traditional techniques and craftsmanship, head distiller chris condon uses tasmanian malted barley and pure river water to produce the finest quality single malt whisky.

from grain to bottle everything happens under the roof of hangar 17, neighbouring launceston airport.",single malt,500.0,australia,cork,1
372,gordon & macphail,connoisseurs choice dailuaine 1998 scotch whisky 700ml,105.99,"dailuaine (pronounced ‘dal-u-ayn’) is in the heart of the spey valley amongst a cluster of distilleries and is owned by diageo. this whisky is aromatic with hints of sweet figs and dates. earthy and floral aromas develop. sweet and fruity with stewed pears and ripe banana. hints of almonds and a slight menthol edge. rich and mouth coating with dried fruits, and a slightly peppery edge. dark chocolate and citrus zest flavours linger. creamy and fruity with a slight peppery edge, milk chocolate, soda cream and raspberries. a light smokiness lingers",blended,700.0,scotland,cork,1
373,mortlach,18 year old scotch whisky 500ml,289.99,"a very compelling, moreish and appetising mortlach for those who like their whisky robust. astonishingly complex throughout and characterised by a fine interplay of meaty notes, malty sweetness and balancing citrus.",blended,500.0,scotland,cork,1
375,highland park,leif eriksson scotch whisky 700ml,169.99,"highland park leif eriksson is a peaty single malt scotch whisky matured in american oak casks from bourbon and sherry. yellow gold in colour, it is honey and orange tinged on the nose, and boasts vanilla, spicy sweet barley sugar and a hint of grape on the palate. finishes sweet and peaty.",single malt,700.0,scotland,unknown,1
376,the glenlivet,ordachory single malt scotch whisky 700ml,299.99,"the glenlivet single cask series is a journey through one of the original smuggling trails out of the glenlivet valley to the large scottish market  town of perth. each cask has been named after a key landmark on this smuggling route. the glenlivet ordachory has aromas of apricot jam, spicy ginger, raisins and rich, dark luxurious chocolate. a delicious sweet and fruity mix of orange marmalade, red apples, treacle toffee and moist gingerbread. a dry and spicy finish.",single malt,700.0,scotland,unknown,1
377,amrut,single malt indian whisky 700ml,81.99,"sourced from selected indian barley grown in the frontier states of punjab and rajasthan and the wild flowing waters from the mountains, amrut single malt is a wonderful addition to the world of whisky. 20 years of research has to not only met the standards of great traditional whisky, but exceeded them. aged in selected oak barrels, this single malt displays a nose of anise and sweet vanilla with a touch of toffee and charred honeycomb. the palate brings with it a richness normally associated with the very best scotch whisky and leaves you with flavours of molasses and cream toffee balanced with a subtle dryness to finish.",single malt,700.0,cork,cork,0
378,the macallan,1990 highland single malt scotch whisky 700ml,17000.0,"the very best of the macallan’s oldest maturing stock and from the greatest range of vintage single malts ever released. every year the range is augmented by the introduction of a new vintage release. the full collection of vintages represent a liquid history of the macallan, offering insights into the aroma and flavours characteristic of this great single malt. distilled in 1990 and bottled 22 years later, this single sherry butt yielded just 481 bottles. a long, warming, classic expression of the distillery style, showing chocolates, dried fruits, treacle and warm spices. 1 bottle only.",single malt,700.0,scotland,cork,1
379,glenfarclas,the family casks 1985 single malt whisky 700ml,999.0,"this was distilled in 1985 and matured in a refill sherry hogshead. released as a family cask in 2007, this single cask glenfarclas is an elegant, fruity dram. notes of cooked apples and pears. touch of warm pastry, spice. oak. the palate is thick with honey, jam and nuts with a pinch of pepper.",single malt,700.0,scotland,cork,1
380,tobermory,42 year old single malt scotch 700ml,4800.0,"a very rare whisky from 1973 - a whisky that began its life amid the reawakening of the distillery: a true milestone in the brand's history. it is the rarest whisky ever made at tobermory distillery.
nose: waves of dark chocolate, tobacco, sherry-soaked raisins and roasted chestnuts.",single malt,700.0,scotland,cork,1
381,bruichladdich,old & rare 32 year old 1986 single malt scotch whisky 700ml,1200.0,"ultra rare. this is our elegant, floral bruichladdich with intense, full-term sherry maturation. first filled into oloroso butts in 1986, this spirit lay untouched in our lochside warehouses until 2012. already 26 years old, when our then master distiller jim mcewan decided to supercharge this sublime single malt by filling it into our privileged parcel of pedro ximinez butts from winemaker jan pettersen at bodega fernando de castilla. poignantly, this dram is made up of our very last seven casks of 1986 spirit. the magnificent seven. this is a dram with a history and a back story that will be hard to beat.",single malt,700.0,scotland,unknown,1
382,penderyn,madeira 46% edition whisky 700ml,89.99,"this unique distilled single malt whisky is matured in bourbon barrels and finished in madeira casks to impart a generous flavour of subtle complexity. the madeira finish single malt welsh whisky defines perderyn's ‘house style of whiskies’. distilled in their unique copper pot still, matured in bourbon barrels, finished in rich madeira wine casks and bottled at premium strength, this single malt whisky is smooth, light in character and softly golden in colour. at a generous 46% abv, it has a classic freshness with aromas of cream toffee, rich fruit and raisins. the palate is crisp and finely rounded, with the sweetness to balance an appetising dryness. notes of tropical fruit, raisins and vanilla persist in the finish.",single malt,700.0,wales,cork,0
383,egan's,egan's 10yo single malt irish whiskey,90.0,"six generations in the making, this charismatic ten year old single malt irish whiskey was carefully selected by members of the egan family and proudly represents over 160 years of family heritage.
“the longer you allow it to breath and fully oxygenate in the glass, the more of its engaging aromas will come forward. egan’s has a slightly warm entry that quickly expands, filling the mouth with flavors of honey, malt, cranberries, apples and a bevy of baking spices.” – robert plotkin, judge at the san francisco world spirits competition.",single malt,700.0,ireland,cork,0
385,gordon & macphail,1991 bruichladdich single malt scotch whisky 700ml,329.99,"matured in refill sherry hogsheads, this light fragrant malt is an excellent example of unpeated single malt from islay.",single malt,700.0,scotland,cork,1
386,gordon & macphail,1998 clynelish single malt scotch whisky 700ml,229.99,"aged in a pair of refill sherry casks, this 1998-vintage clynelish was distilled on 15 december 1998, aged for 15 years and bottled on 5 november 2014 at a cask strength of 58% by gordon &amp; macphail.",single malt,700.0,scotland,cork,1
387,laphroaig,lore single malt scotch whisky 700ml,179.99,"rich and deep with distinctive smoke, peat and seaside minerality - this expression is unmistakeably laphroaig. this single malt scotch whisky is a result of liquid being drawn from a selection of casks including first-fill sherry butts, smaller quarter casks and the most precious stock capturing the timeless passion and very essence of the laphroaig distillery.",single malt,700.0,scotland,unknown,1
388,g.rozelieures,tourbé collection single malt french whisky 700ml,70.88,"founded in 1890 by michel grallet the rozelieures distillery is located in a small village in the lorraine region in the north- east of france, well know for the quality of the ‘eaux de vie’ produced there. surrounded by malting barley fields, the distillery is located next to the euron river.  rozelieures tourbé collection whisky is created through a traditional double distillation process using peated malts and matured in ex-bourbon casks, resulting in a smooth balance of peated and vanilla aromas.",single malt,700.0,g.rozelieures,cork,0
389,teeling,revival 13 year old single malt whiskey 700ml,159.99,"celebratory bottling of 13 year old irish single malt from teeling, ireland's leading independent irish whiskey maker. the second limited edition bottling in the revival commemorative series, this 13 year old single malt irish whiskey was distilled in 2002, then initially matured in bourbon barrels for the first 12 years before it was given an extra years maturation in ex-calvados casks and bottled at 46% with no chill filtration to create a truly unique irish whiskey taste experience. limited to 10,000 decanter bottles worldwide and only 120 for australia.",single malt,700.0,ireland,cork,1
391,kavalan,single malt taiwanese whisky 700ml,134.99,"kavalan single malt whisky is very fragrant with the scent of tropical fruits, vanilla and mango. you get the taste of spicy barley mixed with mango and a creamy richness.",single malt,700.0,taiwan,unknown,1
392,auchentoshan,classic scotch whisky 700ml,54.88,triple distilled and matured slowly in american bourbon casks. the result is a subtle lowland single malt with the sweet aromas of vanilla and coconut.,single malt,700.0,scotland,unknown,0
393,benromach,château cissac bordeaux single malt scotch whisky 700ml,98.88,"this beautiful benromach wood finish is matured in first fill bourbon casks and is finished for 25 months in hand-selected casks from the illustrious château cissac within the appellation haut-médoc contrôlée in south-western france. pour a good dram into a glass, noticing the dark gold colour, swirl it around and take some little sniffs to enjoy the fabulous influence of the château cissac casks with melon notes, red apples, delicate and zesty orange peel and dark chocolate. there’s also an underlying floral note and a delightful charred oak edge... the benromach signature.",single malt,700.0,scotland,cork,0
394,kilchoman,100% islay 5th edition single malt scotch whisky 700ml,159.99,"bottled at 50% abv and peated to a lower level than our other releases, kilchoman 100% islay 5th edition single malt scotch whisky 700ml has a lighter, fresher feel to it. citrus and lemon notes come through with soft peat smoke and a long smooth finish.",single malt,700.0,scotland,cork,1
395,glenfiddich,red wine cask single malt whisky 700ml,199.99,"aged 19 years, this edition is finished in oak casks that were once used to produce the complex, velvety wines of south america. the result is an extraordinarily rich single malt with exceptional smoothness, complemented by warm, spicy notes.",single malt,700.0,scotland,cork,1
398,port ellen,37 year old distilled 1978 700ml,5000.0,"from port ellen, a closed distillery on the isle of islay, this is a self-assured, well-integrated and hugely complex single malt in which subtlety is all, with an effortless balance of sweet fruit notes, deeper sapid tones, citrus, honey, smoke, fire and oak. the port ellen 37 yo distilled 1978 is the oldest port ellen ever released.",single malt,700.0,scotland,unknown,1
399,the glenlivet,winchester collection 50yo single malt scotch whisky 700ml,30000.0,"with only 100 bottles available worldwide, dan murphy's has secured 40 bottles and are offering you the opportunity to own a piece of whisky history. every element of the packaging of this memorable whisky is hand crafted. from the mouth blown glass bottle to the display case, this is a truly premium addition to any whisky collection. for any enquires, please contact the dan murphy's customer service team on 1300 72 33 88.",single malt,700.0,scotland,unknown,1
400,lagavulin,2017 distillers edition scotch whisky 700ml,199.99,"distilled in 2001 and bottled in 2017. robust and warming, this extra-rich lagavulin has a deep, sweet and smoky flavour that echoes a phrase long used to describe this intense malt whisky; time takes out the fire but leaves in the warmth",blended,700.0,scotland,unknown,1
402,bruichladdich,old & rare 32 year old 1985 single malt scotch whisky 700ml,1200.0,"32 years. a long journey with a few crossroads, a few considered and inspired decisions down the line. this dram comes from the final 22 casks of the legacy stock distilled back in 1985 by a previous generation of bruichladdich stillmen. this whisky was originally filled into gentle third fill bourbon casks and lay untouched in warehouse 14 until 2012. our then master distiller jim mcewan discovered this forgotten parcel and re-casked it into fresh bourbon adding depth and complexity. in 2017 the final coup de grace is a tantalising nuance in french oak from one of the greatest french chateaux. truly this is a dram with a story to tell.",single malt,700.0,scotland,unknown,1
403,caol ila,35 year old special release single malt scotch whisky 700ml,1250.0,"the first-ever caol ila 35 year old in this series is also the oldest caol ila special release to date, combining whisky from refill american oak hogsheads and refill american and european oak butts in a wellbalanced and mature expression that shows a fine freshness, cleanliness and precision for its age. just 3,276 bottles. established in 1846, caol ila is hidden away in a tiny bay near port askaig on the sound of islay (in gaelic, caol ila). a nearby water supply was one reason for the remote site; a waterfall even supplied power for the barley hoists and pressure for the fire hydrants. until the early 1960s casks left caol ila and supplies arrived by sea. rebuilt as a new distillery and significantly extended to six stills in 1972, caol ila became the largest distillery on islay yet its single malts remained almost unknown until 2002, when an award-winning range was introduced. this is in many ways a connoisseur’s islay malt; despite being less well known than their southern siblings, its whiskies are every bit as capable of fine complexity, balanced and distinctive in fresh aromas and taste, with great character and depth at any age.",single malt,700.0,scotland,cork,1
